RA,Dec,GZID
212.059981257413,35.7368284621308,1237662661595103415
172.79855995679,51.6980700128457,1237657856607977524
146.376138897634,6.37682225615401,1237658300065644644
210.786715817124,59.433599257248,1237655369293692955
172.710437056693,60.5022287189424,1237674475438997692
244.972926024721,51.5465210707855,1237651539800293493
171.329368039518,63.729230597399,1237654875357708432
142.793096452899,27.3717396896881,1237665097926770722
9.89512804606989,0.8599586710626,1237663716555554832
126.733943380111,4.08431725266334,1237658299520188422
237.594670717282,18.9392767585222,1237665441533329494
200.304356295255,31.2218342844178,1237665329858084899
179.792454415089,37.7934044386505,1237664819286376466
177.000939502837,4.48814809368759,1237654604796264568
227.304839460526,52.5284318353098,1237659326021107787
121.511149321635,36.2477209504103,1237657595686027392
166.216075467622,61.6101260273414,1237655370357997578
176.273008146165,8.46952348019803,1237658425171509491
175.880969654749,22.7254337570986,1237667783367917730
121.839178895073,40.3983281963064,1237653587408060429
239.246352010272,18.6439036689855,1237665442070921230
226.965915007136,54.7527989289669,1237655348350746672
191.109135789951,37.1212088966384,1237664672714391590
357.77606815154,1.05671711362006,1237657192514846779
128.014566342088,24.0109015315355,1237664667886813326
206.719494625839,16.2728397637692,1237668314845610120
164.863942583258,46.1223720798012,1237660635998126180
231.552223609499,32.4625277226185,1237662341082579161
217.319259180085,28.8218733015707,1237665352391196697
147.77512395858,9.00859447996949,1237661063878541442
220.638500452224,28.7264546522013,1237665101139869764
131.034459234067,34.7172485358193,1237658191613329449
237.48891807245,20.8051992976263,1237665372795502619
119.585248900703,25.1492214083153,1237657877003370507
207.411601099801,4.23828707077986,1237655125019263012
210.083828827166,38.9154295384782,1237662305650999364
226.894761521506,19.5825133135215,1237667968032899094
135.565975993517,16.8382290111037,1237667485918036085
121.853502520223,39.194461872912,1237654653636051007
125.687310294083,24.2969153898124,1237664094508089383
136.831632198037,46.2225882511935,1237657770705289291
229.85524305376,45.8802489481129,1237659120401514680
215.110348998447,35.1887990424562,1237662224078078179
147.181806237821,44.0814302895385,1237658205573808201
208.017372670172,-2.2066150294453,1237671958594715820
219.311217084993,38.4542484576403,1237662196148600912
179.690280237775,27.4524373742366,1237667323254931594
143.740002483078,21.7052604582133,1237667430632063050
192.491129568886,27.8224075199863,1237667323796783113
185.995230759867,48.7794765899391,1237661149765107752
140.721087078566,21.9751840077453,1237667253461254252
156.035727623237,16.7418931031725,1237668288010190888
202.547869006163,-1.66313154382286,1237655499737727088
138.553150619443,16.7423232379185,1237670450523144332
240.754691701324,20.9559323632121,1237665101685391438
203.852304603449,1.41059289511812,1237651735230545966
232.437521593548,42.9186472457708,1237662303514525759
201.82020934795,32.0307092513312,1237665227848548397
20.599053795537,-0.875207662130009,1237666338116993064
210.442007921012,9.49027866254264,1237662264314822691
174.128126390914,47.8172176794029,1237660636537815075
247.661989160098,35.0564004088553,1237661386544382184
198.362288396888,27.8023720378012,1237667324335882319
225.675023593434,23.3336197623057,1237665441528086665
224.484766690338,53.7849591786405,1237659150459732136
179.613338912876,57.5964403802424,1237661417667428356
176.173340132882,35.9679867702644,1237664336642113577
238.23344475182,21.1005017160002,1237665373332570336
146.287364027153,68.5945675256558,1237663917885554734
180.740883567789,4.84585665277187,1237654605334773784
215.735505269758,40.4171440687526,1237661872413606266
144.783169575394,34.0063179129117,1237664871898415122
142.548977750572,55.8524245886397,1237654383590440975
136.497697704119,35.3773804658965,1237664871895335010
220.383438685215,44.5127683749065,1237658205059088417
176.481589206003,21.0255166781096,1237667917027475563
197.447854151202,28.906944421506,1237665428090781711
152.824435138803,0.442414419374101,1237654670810546312
199.784315840816,28.5069209681542,1237665440980795435
210.846429163586,9.44808475463582,1237662264315019605
197.735492392933,11.4773670956431,1237661816025645167
129.367594614928,24.9467203543671,1237664092898852896
216.834858850533,1.02584295235333,1237651752415854747
145.785640122687,21.1823629864242,1237667292118450269
127.862721318692,60.9951991445885,1237663789033390247
219.366071750328,25.7655673521787,1237665429173108785
151.021883971057,31.1854629966081,1237664336632741928
228.114609521304,20.6518081637114,1237665531717812578
137.424089982846,37.6015687097749,1237658203422130202
175.894438937835,8.94247091516355,1237660612902518802
134.710285014529,6.29299450565684,1237660412111618152
216.799204744915,-2.26240597159819,1237655498670211218
140.169439241149,15.1009755502158,1237667781205360666
185.798475745021,6.07213516369262,1237654881798062100
173.056080043397,0.819281420816696,1237648722301419653
259.198843866234,61.9201160749647,1237651310534066278
199.541979380759,-1.24367320705564,1237648702973542469
157.320138060187,26.0992251775341,1237667252931264591
230.30932736226,41.7259409165997,1237662498928656601
134.335441971827,2.92131740520573,1237654601019686930
115.959806224242,49.6141995245065,1237663917875068952
222.912059130542,40.5991833606491,1237661434320519301
197.173882826768,52.7742604612835,1237661959903969412
113.759424194071,32.8220951194597,1237653588477411643
133.967879535839,2.52428761575199,1237654604777455659
141.792431912288,21.5939132011985,1237667209975234630
173.183610930409,61.826866488762,1237655369822503043
237.607971937976,18.1395806178729,1237665549973061811
153.751924392772,65.1399035189806,1237651274042507458
220.954988559522,53.4006913948864,1237659324408856767
207.061592415215,24.7777487549823,1237665530635419683
174.81194995285,17.1436597872759,1237668585435365393
137.6652825072,50.3798188520175,1237655108902584442
152.256314008039,32.4919827464453,1237664337707139174
243.146769602518,29.3650637591116,1237661463842521123
166.165065470001,27.7238731356726,1237667252934803627
145.72977925932,28.9807672139631,1237665129066070264
256.179588573893,34.5585106252196,1237655502961180880
193.877377604068,55.2106893382743,1237658802577080463
189.797428143731,0.717464018591346,1237648722308759778
129.386268900733,28.7051937868301,1237660961324859410
213.317051638949,27.0080747394039,1237665442059845769
125.60326324175,25.5090732472798,1237661125612077126
144.291970970179,16.9772015876082,1237667734491955248
121.678253539945,39.0902170045088,1237654653635985662
153.073481761142,27.8620656878535,1237665367964385396
162.113706343203,26.5837983129507,1237667324321857547
184.800924049971,49.3546493025148,1237658611985416295
207.946707773798,50.9783301106505,1237662302969593970
235.028171516538,20.6805945406331,1237665429179793438
129.429015213566,20.503839301582,1237667109038850256
163.291894464125,37.4246393890569,1237664667901231260
119.485364957467,25.1608633520463,1237660344462016612
134.10038594617,13.182274160395,1237670596015751434
243.51370254302,14.2821214720082,1237665530651082852
241.518299346013,20.8015840849191,1237665231057780761
352.606948466638,0.156713909509162,1237663784194146369
262.005935660827,57.5218286825297,1237659896173690979
137.491985214382,62.2473562833869,1237663547981103226
193.85351379295,52.2677201567551,1237661958829441105
232.503501461252,12.9892946093828,1237668310015606848
201.618899293736,36.010279264472,1237664672718127208
192.416622327627,34.2551065138322,1237665024370868310
176.601714896269,35.7283937221476,1237665129614737412
210.190648945072,59.32848211567,1237655463774191765
130.719485710682,25.0704138941239,1237664875657232593
177.053336115948,13.2093719665654,1237661950788042874
118.37164865305,14.6116194165102,1237667142857195982
219.708405155671,30.4425279412889,1237665129093660912
135.084406639114,52.494235994191,1237653614794178648
123.338039646684,57.8522358031161,1237663789031686258
144.313311822172,23.5906087376934,1237667253999763470
187.448218349696,27.2433348534003,1237667322721075294
178.334658812507,20.7517150053308,1237668294987415615
190.669680192006,1.34572041087064,1237671267107864815
315.282289472405,-0.19516831896094,1237663543139565616
199.332452215635,20.6380597329447,1237668273507729487
162.116243138221,38.3971719997626,1237664669511581715
184.472989974015,17.4421099135824,1237668624086007817
173.418893959441,61.8880161401864,1237655369822568495
185.413219771104,40.8489318469859,1237662226215141396
171.376882263467,63.4463104458012,1237651065203064903
175.87074150052,10.1618669964519,1237660614513131530
201.538095938971,35.9344255370566,1237664672718061617
146.309983390481,9.11034198825015,1237660669277241468
176.37340881543,19.4001630178256,1237668293375950973
137.389503195064,32.5063518795025,1237661126154387475
119.257778505822,49.5673545519433,1237663531330961604
121.39208246901,10.3934002679697,1237667536383836522
177.754611588537,20.3993264532177,1237668294450282607
166.509796767293,4.42937569919949,1237654601033711677
204.907539277542,6.15359302433458,1237662244983209992
134.273876476122,51.8140814991533,1237654383587623140
261.033730001462,58.995096544485,1237656528919265295
245.837747666298,37.2584127545373,1237665355084005428
124.803172907986,20.5107258246984,1237664835925180449
238.346563368039,11.9591761284919,1237668310555033613
226.687928917943,12.5613397736439,1237662638516994206
166.032001029625,45.3024568442437,1237660634924646525
232.65247626864,42.7171474425538,1237662303514656781
156.60641502526,17.5103711202645,1237670964855767044
120.706799204588,15.8082734082704,1237667142858309754
245.818939122817,39.9198732862132,1237659325492035674
203.883105957862,13.6621548317582,1237664289936441410
262.117000238378,60.0942171309255,1237656529992614121
175.194467024822,17.7958983921356,1237668496318464133
217.775566793076,25.355110064987,1237665428098842637
209.37346517474,6.09703384918674,1237661970659278996
190.435608034288,35.0627588009563,1237665128545910799
226.72775439449,56.5090028593516,1237671767461331011
148.226485910618,42.8480480378769,1237657873257988107
185.019858030912,27.9753140938795,1237667323793899533
192.908202661621,31.3527624546346,1237665225697788035
202.336823174243,17.047873734878,1237668624630349836
167.506975513531,5.30378013998885,1237654602107912249
208.09476533247,21.539352854052,1237667736128847901
217.584031937111,23.0617752773622,1237665531176550519
119.804361838329,32.9146744727576,1237657607495418205
208.559373098279,-1.43647670844581,1237655495981793339
124.003321408336,27.0758846622573,1237660765908893968
213.053021244587,8.66184037820164,1237662237478551702
161.445560356883,37.2113097165742,1237662224596271124
176.107403699764,33.3550771596775,1237665370120847454
216.550839733508,48.5640024916403,1237661959372800038
178.242990087548,61.2160674042811,1237655463230439540
244.825641717675,37.0952095771154,1237659161739919574
142.563271521657,4.14421335445966,1237654602097033442
224.748587779062,53.9232666278372,1237659326557061362
179.0429936499,60.5225242942299,1237658312939798567
144.746617194472,6.95543066617264,1237658425157812368
178.797225830674,6.16899916709174,1237671129665437797
140.902063296366,2.136471611651,1237673708259311797
166.881681618571,0.78310581734761,1237648722298732703
197.859793553418,-0.249732178656043,1237648704046563336
195.52046246466,40.4083613689067,1237662226218483829
313.865097579368,-1.22525323566245,1237656567038935144
158.785847675875,45.0846463563811,1237660636533030975
117.783497104298,34.0563251204173,1237674290218533058
165.047455523458,45.7378322769498,1237661357538345152
201.146527223675,6.5291194131015,1237661970655739975
196.928396007289,24.8105993039301,1237667447808327718
227.040770909423,1.24933966930033,1237651735777575023
199.174677336409,21.9797750713462,1237667782840483969
177.247755972129,35.0160485939137,1237665025439170633
180.711177230309,48.6361982254786,1237661435917762567
226.15772255309,40.372065722397,1237661362916556915
208.526090356252,5.35635529699451,1237654881271087128
206.982261712152,37.8263259572205,1237664324825972924
235.291084318439,-1.70618612529561,1237655498678272125
225.114976970241,6.45474963691616,1237662268609724557
221.123487492058,4.74702151609588,1237654881276592166
148.574049917923,23.2874795298865,1237667293730439192
177.013982196971,30.3593283725809,1237667212137005114
238.980713827957,17.1637291752379,1237665549436846221
168.43707145436,48.2727054073051,1237658203969880228
174.257866074521,15.5705600103483,1237664291534536771
223.787730969321,43.8185767697392,1237658205597008022
161.215533842618,6.59684751300323,1237658298998325342
181.303218543335,28.7818815100991,1237667209991159899
132.584135359663,41.289420356699,1237657118412243112
233.532621578526,14.3956289874941,1237668365311410318
182.948394385093,12.143716937948,1237661812273971333
127.059927517291,28.0573153866882,1237660764836331638
212.824417992516,17.5064490023801,1237668297678782495
181.685275519431,17.7153762133748,1237668624621699154
208.208847782385,2.26368414997017,1237651736306188458
146.145691886941,55.7628369219905,1237654381980483709
182.979708102837,16.2316025214063,1237664292075077715
247.462700289883,39.7665296257613,1237659326566236446
126.300282103746,20.3347444765346,1237664834851897471
197.757134770133,29.5783565938653,1237665442053750805
177.328151420463,26.1215968739265,1237667321643401229
150.418707295151,10.7564282933847,1237661065490399347
182.291709198636,29.1769057697337,1237667210528358554
179.332084983889,36.4158227807767,1237664817675567228
236.141079452596,10.2931496983279,1237662637984317451
36.5279652065276,-0.331920519192023,1237663783676477669
245.886443401939,39.121086712353,1237661388690161706
110.888485151908,41.4348960463964,1237663655343357998
146.83395825662,46.6100892003977,1237657857673986333
171.024580986202,45.811126879493,1237661356466438168
44.1130389386983,0.875741460324756,1237678617437143076
164.516996304181,6.04649575773405,1237658422482043003
202.509361793398,13.4160652523488,1237664289398980808
214.577141764273,28.9683187422775,1237665179521187909
133.168338616154,21.4223935725551,1237667142327140416
219.691251996895,28.5054438000371,1237665180596895819
154.316639760383,53.4618855078545,1237657770711121958
154.896026324484,6.32636268213273,1237658423551590565
210.519979078645,-1.35790457304741,1237655495982645476
120.152825773974,22.4000632012809,1237661088028295176
138.259287922385,49.6394761314074,1237654652569125007
142.782813055457,46.3842616303731,1237657401347080332
240.457144832414,8.14828128015944,1237662636375670925
173.17311080873,20.4386661423987,1237667916489228329
161.914043476506,26.2948300119636,1237667431176470548
215.469147320893,39.9790942211658,1237661871876735012
152.151682711517,18.2312248943843,1237667733958426642
42.3664533276856,-0.873006634284332,1237657584951164986
189.389823109188,4.36767925285646,1237654879652151387
213.709877966446,15.1468844935439,1237668349209149549
116.161410875875,40.3663566134009,1237673308818571363
240.668959038295,37.3594911348537,1237662302981324864
6.95720275583522,-1.19998110797138,1237663782589825148
126.860495805481,17.2840796961628,1237667106889793846
182.462435508833,38.2186199007782,1237664819824164962
128.486060013454,26.9726620426903,1237661086958354567
149.263505252219,15.578259877122,1237671262816305297
155.481279852778,48.0312276822792,1237657856065994762
221.454355832283,50.3940583548438,1237661416067825676
260.682539458331,62.1660705960974,1237651311607808085
257.998790684245,23.3799558045,1237659120415473786
179.599087891797,-2.27736841751052,1237650371018621112
161.42781948589,11.3441756440979,1237661949707616261
204.010753475067,66.3025344832796,1237651538715541681
202.822684560967,29.3681932954639,1237665442592522271
209.844743026328,5.53866854866709,1237655126630924430
193.151213880928,26.7498826600453,1237667442437390436
24.0006590246006,0.663536272272633,1237657071694512147
138.305751377731,3.23049981552969,1237654605316227365
162.600024781814,64.8094436073752,1237651537634459673
184.806073780069,22.4314561386203,1237667735045669095
136.001933394272,21.9676128767844,1237667111720059021
220.42896970811,5.95274835640452,1237662267533951056
201.052404952998,41.8196949083276,1237661967972171868
205.426005958677,40.8744679907484,1237662195070075019
135.68272131211,25.4211528656276,1237665098997629029
196.514779703743,35.9803393379991,1237664817681662035
195.838439549004,14.3775099191147,1237662525233627139
211.257583899758,11.0118766099278,1237662198813360269
211.980680938895,29.8727624352552,1237665180057010279
149.271093604419,44.9275350133816,1237658205574594700
232.118508000728,4.49072790827899,1237662267002192204
241.425717776806,42.8470088473158,1237659329239253205
162.40960380638,28.2113288510033,1237667211594498209
144.980816442971,16.0922292973585,1237670965924593810
253.810817428649,35.9295715830523,1237655501886521913
163.457710945152,55.2757551275103,1237657220949803113
120.626591004131,9.0760346051552,1237670965376844513
211.860843100328,11.4312667505677,1237661950266048818
137.967059029341,16.2764376430463,1237667783352058118
219.824792715554,3.36835410854207,1237651821637337119
171.521554250978,22.0570463515366,1237667782829277319
129.707249320153,45.1145091315103,1237654653102784721
197.390843233457,19.2187426877253,1237668297672360021
132.061797321445,41.1864889884899,1237657401879888224
146.031826608657,56.0763427728143,1237655369815949526
249.135694381434,39.0278928434219,1237659327103696926
202.761324691888,44.3865973294492,1237661852011790427
221.58247933782,6.1158569865144,1237655744017334630
163.920290256054,9.68223654720159,1237671931745927330
153.114905037112,35.5764559137582,1237662225130127532
247.24928338609,21.5503015097195,1237662225165517232
239.382152089715,34.5142575497661,1237662503757021632
120.972553007641,56.2651096652083,1237663918415085732
179.781023513049,26.6074164244125,1237667322181255232
241.133532946545,12.4751590935773,1237668365851623732
154.685411679229,15.7039559643649,1237671124842905832
183.89965785673,5.8706133854292,1237655126619586735
237.872850826487,46.9216211455614,1237659330847834235
197.416698029871,19.3316128622529,1237668297672360035
157.896389369937,-0.940129801482639,1237648720147317038
167.95097828156,55.0832319119752,1237661351629357238
145.648647729986,1.4991963070981,1237653664183222540
230.9697247369,23.5475689239397,1237665372792553640
124.400476209297,47.0833664541635,1237651251483050044
194.073787217307,49.1324436104081,1237658203977220244
235.201879550997,19.2476859372017,1237665532794503444
187.343780720058,9.88809854861361,1237662237467476046
217.290781483644,-0.351681219856688,1237648704055017848
174.155740631293,47.8337331423202,1237661358614970448
194.633948520468,52.9672476340563,1237661959903314048
243.389425340265,48.1841267865113,1237651250977243450
153.925732323473,41.8142767624525,1237661852533260451
199.434800064329,20.9984658025199,1237667733977890851
165.329456932004,4.25084998934921,1237654604791152752
175.933504702634,58.5759529977633,1237655106765258952
209.011752123993,5.91075074837255,1237662244984979754
229.010811206489,6.13225912603198,1237662268611428554
129.674643542031,25.3366331895196,1237664668424601654
166.298439554496,10.4499045498298,1237658493884039356
228.883991418974,1.77473603102057,1237651736315232357
164.982158836522,50.4088893815754,1237657628986835158
127.659926799838,4.09967309897155,1237658299520581858
215.320529169009,27.6843113067281,1237665430245081259
228.874017696028,5.01312573075166,1237655743483674960
232.87767522507,1.53026754509615,1237651736317001961
128.856607683743,7.01285911298906,1237661064944091361
250.268046228,39.3315371339425,1237655374647918862
179.964022123011,50.2132156825096,1237658205046964362
245.568409722011,38.4499474833315,1237659163350270462
132.339086106893,20.561320274515,1237667255605395464
244.871861901016,15.0834107594816,1237665532262089065
147.294971798094,7.67711877406025,1237658492265169066
142.041809333126,44.664767330524,1237657630590238967
234.176463149043,21.8892421913704,1237665372257190167
184.925861207502,43.869720191066,1237661871329837170
215.039555873242,11.0190879790527,1237662199351804071
140.053553744981,17.9036070627316,1237667537466163371
236.531279035488,29.7330383795046,1237662306735030572
232.816127615287,25.3139319821211,1237665128562360572
240.842983531829,17.5852339190688,1237665533333864772
185.122096217821,13.1456102658932,1237661950791516176
201.333612255827,29.4941484064274,1237665442591932478
241.682821683103,17.4417005482045,1237665428646003080
256.814749970591,61.0305156152552,1237651225707937981
185.228723971324,49.7940337634972,1237658204511600781
170.770468918638,52.4135133032721,1237657857681195083
159.721342671548,38.7995645775777,1237661382240698483
242.523852359486,50.06176362024,1237651252050198585
243.259336481957,30.4872086641276,1237662337330250087
224.596710106255,11.2384796608437,1237662636368724187
53.7516443706651,-0.658849343823798,1237660239778414788
211.220768232205,55.6778742357283,1237661418748706988
209.744334733914,32.766569487971,1237665102746091588
167.389671151756,2.74134677296702,1237654030326759589
194.383784504079,15.3608822400294,1237662526306713689
152.349828555517,48.7465536350666,1237657630593843490
149.85644377291,31.8316666598427,1237664337706156290
185.326066631777,24.7126687697149,1237667911130218690
164.32174942781,37.5302785591898,1237664667901624591
239.486934525594,34.8609653815818,1237662474229055792
138.766577927568,27.531706089905,1237664835931537694
186.661390328094,27.4147691064043,1237667442971705497
117.351745952547,18.5703126937152,1237674371824878198
254.623329628731,20.0414669916846,1237661463848616123
199.494399558362,4.4034109063,1237654879656542226
114.938639755379,48.7419947159797,1237663789027164433
212.121521582368,7.05785545632052,1237662268067152068
158.198167797885,15.8608219197622,1237668495774384300
139.749371734767,51.32339600787,1237655108903305325
213.298366087659,13.0036780832657,1237662529528922231
247.766158786322,41.1560457195312,1237655374109868301
125.721976342416,3.571196775075,1237658298982793603
201.932611519574,62.7665523646779,1237654608534700105
169.569507853853,28.2604383813893,1237667210523508832
127.194850917091,40.6658834530501,1237657608573419635
199.378798099822,31.0964760450627,1237665226237083742
228.280724061709,41.2646307274752,1237658205061972048
116.834564113041,26.930180185265,1237657776071049351
157.874911786832,24.8694433022302,1237667323246280755
155.132240308261,43.0215946721261,1237661356998197278
141.712638792386,23.5105344322254,1237667255072522388
210.573289777377,7.68416417638208,1237661972807286794
137.522801256247,54.5803151242222,1237651250414157919
137.898213913737,32.8487945839476,1237661126154584268
226.196794737382,8.17119328541187,1237662264321638772
180.013183982943,8.18171775395651,1237658424636276773
172.150418360894,23.4046437581085,1237667549274308687
329.604066386387,-0.739611751202106,1237656567582687298
236.941500948402,28.6416937432298,1237662305661681723
139.559163214543,45.6516961566375,1237657243507163141
327.280396214873,0.447312896693174,1237663479792992576
184.099690494519,47.0264119057612,1237661433771196584
359.029532800075,-0.916515114737285,1237656906354655331
216.534956194215,5.23792961094694,1237655742404559043
161.873137733127,7.2510551401061,1237658424091541550
48.4383934566321,-0.241455836364178,1237660240312991785
201.002949564012,9.71019235935694,1237662263773888530
179.685966561415,28.2895563396855,1237667324328673395
167.626394453199,55.1698960640436,1237661351629226103
147.547126852933,16.286655678361,1237670965388771509
130.383819377244,51.2462999234958,1237651191357636644
203.730638228614,31.393489880004,1237665227312398486
255.764479400343,61.0438909543332,1237651225170935989
200.418875179623,31.351002272005,1237665226774347799
174.241797639149,55.1620543543903,1237657591394467915
188.179042576715,29.7123848266256,1237665441513209958
181.311347663364,38.2356050908688,1237664819823771695
119.33213785879,11.2060553799754,1237670359786389605
171.641844748471,11.4400782623818,1237661811732250721
14.9254908997624,0.916604395652186,1237663785277653149
238.2201849693,40.6467184728078,1237659119868117059
234.175673727203,43.5393171523311,1237659132751577262
196.518505007914,55.6560535517219,1237658919069614163
49.13265901182,-0.468135522564577,1237666300018229273
199.256677735349,6.35708318405992,1237661974405906489
175.265328789471,10.2251091818009,1237660614512869402
130.039472387694,52.4559660321234,1237651192431706160
230.440392966785,23.1525982006943,1237665534926848062
127.672031893712,52.3006483743612,1237651495761543366
165.645498068702,50.5822835965864,1237657628987031575
166.403398155211,56.5249227890051,1237657612336693293
199.889206865113,16.9865769983966,1237668590266155130
195.231524712343,47.222096323906,1237661357547454536
151.306219027206,21.4559614797063,1237667542291120185
117.463479938178,18.8289899795825,1237661086415847788
171.504201623726,1.98413862333004,1237654029254787278
232.357424578111,5.08513605011687,1237662267539128718
209.014163449024,13.505842101267,1237662529527087129
196.062678401012,9.22345986346207,1237662236934340746
128.344467180765,52.5322640351464,1237651272424030313
157.464983691679,19.833160982778,1237667782286573621
198.337430082739,6.06128593047181,1237661970117623859
167.421448482657,7.24495914106064,1237661971714801765
121.411096993,26.1681901815307,1237660343925997780
178.235713603497,20.4790970554076,1237668298738172011
186.251830381328,28.5585903478366,1237667444582187020
249.432326489411,25.2541498809033,1237662336796721459
240.850723341737,20.8912412302215,1237665101685456965
141.847873408586,30.4407964904895,1237664880486842378
135.065083210279,40.2967553052699,1237657775543025682
218.78651400791,5.35906907743525,1237662266459488385
172.05528547774,4.31714755437218,1237654604794101893
191.546232216286,46.7273276067423,1237661433773490221
250.534092057098,40.2769039968843,1237655474505580845
132.343988917354,36.7103410943793,1237658205567909948
244.356844162351,35.1357531909811,1237662303519834150
130.09460397816,23.5396440233109,1237664835927670963
146.237910693996,16.7074476561411,1237667781207982220
136.572313147603,50.0892985818005,1237655109439127727
140.525864567162,3.89727196612103,1237654605854081247
192.191117451122,35.3327026622368,1237665129083371687
198.186472133967,31.8093854491211,1237665226773495824
146.657020473438,24.1313082089067,1237667211051204627
147.461074178064,12.6952037505902,1237664106851336294
233.216436855441,41.1914507694383,1237662500003315896
169.390008697452,36.0640545135697,1237664337713496121
200.793855513171,43.086254254625,1237661871871754254
145.942177083761,36.1793626389868,1237661139030900979
203.951030415616,2.99892172758812,1237671956444413993
216.388428161674,33.8481397194952,1237662685219651703
209.857770357813,17.4686599184628,1237668297140732107
171.186721668728,23.6149268193691,1237667910587711520
224.120892886206,9.35453186339624,1237662198818930727
190.23428199335,29.4655743104874,1237667253480915064
247.579390073256,41.1020729280631,1237655472894115969
175.234874731916,25.7809159644546,1237667448873484375
161.823498756517,47.4225067926951,1237658204504784907
124.883801937841,21.3943052488997,1237664091822751833
162.872931423109,9.2795100789247,1237658492808855555
186.05800691085,7.95301319709837,1237661972259733658
237.711032664525,22.2386849620243,1237665127490977864
182.576078017933,26.430723343425,1237667441896390693
160.802001794605,21.6570481506525,1237667783898693793
197.553763782796,52.5175627761118,1237662302966710416
212.220261320152,33.5320990710461,1237664672185188535
152.017803804002,14.8041543541899,1237671261206806638
162.991783453855,3.79207182188592,1237654604253233254
246.720463828105,41.2537583390844,1237655472356982861
138.380702334367,28.9517493776909,1237664837542281372
3.63272291920641,-0.737555262980531,1237663783125254177
123.591752157801,39.2513439633557,1237655107822354480
217.237522164679,25.5534104211703,1237665428098580681
152.61628859726,27.956092532129,1237667112264073229
114.652107959513,37.6334947626873,1237651192423710756
155.780773698369,41.8419288519615,1237661851996979370
211.334675845199,30.8115748455978,1237665126943162472
166.825768486388,28.5277658598578,1237667211059331171
139.887969708865,5.88276182000774,1237658300062826517
236.569315543009,2.41337765227569,1237655470213103633
127.185230704089,58.1515727662283,1237663916269109449
159.968655780917,20.847041417822,1237667735572381852
177.585575414328,-2.81108816212,1237650761315778761
198.306065312475,33.98443358702,1237665128011923466
229.131866791659,7.74376290786195,1237662264322949370
196.30898860592,31.9997053831285,1237665330393448510
229.742384501001,20.8153752374428,1237665549969588528
242.545185148237,16.6996097247897,1237665428109590943
210.689910158961,39.1355245661286,1237662306188001361
121.54672348602,12.5435076707552,1237667429548228801
239.533238816679,12.070288321526,1237668311092363335
141.23185183023,55.8967001375205,1237651249878401048
176.93203486517,1.82620737295197,1237671141481840904
205.2716736435,5.10579902092411,1237664814988263512
182.535459836024,39.0524065029962,1237664667371044924
