PanStarrs_name,dr7objid,ra_panstarr,dec_panstarr,ra_sdss,dec_sdss,spherical_cos_distance
NGC3206 ,587729387683119130,2.7130846516279012,0.9936232735432301,2.7130847431620952,0.9936232680385944,0.9999999999999987
NGC2916 ,587741709407158353,2.5087364413495745,0.3788284265343496,2.508736310154536,0.3788282599987552,0.9999999999999788
NGC1300 ,587727177933586605,0.8712887829478175,-0.33879214428992643,0.8494385409310815,-0.14884145801972865,0.9817908983254962
NGC444 ,587724234251501689,0.33085630671403343,0.5424526948429677,0.30806736207048485,0.27756130975532944,0.9649070720065129
NGC4644 ,587733196769591327,3.3279543732616923,0.9624707171914583,3.327954530210635,0.9624710309839636,0.9999999999999467
NGC5930 ,588018055655784570,4.041014747816358,0.727384466258708,4.041015422082514,0.7273847434354552,0.9999999999998348
UGC12308 ,587730774419439819,6.027108330398951,0.2502727098202033,6.027107749732272,0.2502729845062506,0.999999999999804
NGC7664 ,587727223557587216,6.137723807731847,0.43773101986113067,6.141219893378684,0.2771875417069637,0.9871352277962385
NGC488 ,587731514217136203,0.35683623076166987,0.09174707185543632,0.35672307220756866,0.022079557666341693,0.9975741937451753
NGC2540 ,587734621627940968,2.150132890187335,0.4600998576863908,2.1501327502731726,0.46009963629854495,0.9999999999999676
PGC26140 ,587741816240799826,2.4261380363672425,0.307000273833149,2.4261377688859525,0.30700023464652443,0.9999999999999666
NGC4618 ,588017719573086236,3.3228779085993416,0.7182166007638321,3.3232089702829284,0.7180591830318953,0.9999999565345516
UGC3253 ,587738068350927055,1.3949468997406844,1.4669944403288606,2.609535011236931,1.2264233456404714,0.9484195512703927
NGC3898 ,587735694831255660,3.0947138080129264,0.9788567408738069,3.094581892596045,0.9792784550595016,0.9999999083714208
NGC4047 ,588297865805168661,3.1540049116312012,0.8488618256584661,3.1540050378238993,0.848861794687225,0.999999999999996
NGC278 ,588848899934388352,0.22720626389292103,0.8299127859695636,4.007879904552684,-17357.919293075716,0.8696040555376301
UGC12391 ,587730772809482471,6.0604507513631996,0.21027779187905243,6.057234778271448,0.22812284304617453,0.999835854991819
NGC3433 ,587732772657758339,2.845168202359104,0.17712142301306574,2.845167964015615,0.1771213329264984,0.9999999999999684
NGC3057 ,587738197198503973,2.642672833614694,1.4012496327354862,2.6292446684338135,1.2263602629939692,0.98474065773057
NGC1169 ,588848899934388352,0.8010151950113684,0.809594710015397,4.007879904552684,-17357.919293075716,0.9808628538751784
PGC19767 ,587738068341621157,1.7996810738294606,0.9976787205931642,2.070831800450323,0.9424363869642953,0.9868285687146234
NGC214 ,587724234248486992,0.18093461836282296,0.44504918541474286,0.18205112618892022,0.2825210711074411,0.9868208140290945
PGC31159 ,587742774549479605,2.761079111662643,0.2768237055990922,2.7610788986955606,0.27682356457233825,0.999999999999969
